1,Warm Cool
2,Hot Water Rad
3,Forced Air
4,Elec Base Brd
5,Ht Pump
6,Electric Rad
7,Wall Furnace
8,Water Base Brd
9,Evp Cool
10,Air Exchng
11,No Data
12,Ind Unit
13,Gravity Furnac
14,Air-Oil
