1,Metal- Sms
2,Built Up
3,Neopren
4,Comp Shingle
5,Metal- Cpr
6,Typical
7,Slate
8,Composition Ro
9,Metal- Pre
10,Shingle
11,Concrete
12,Shake
13,Clay Tile
14,Water Proof
15,Concrete Tile
16,Wood- FS
