1,3 Story
2,4 Story
3,2 Story
4,2.5 Story Fin
5,3.5 Story Fin
6,1 Story
7,1.5 Story Fin
8,2.5 Story Unfin
9,3.5 Story Unfin
10,Default
11,1.5 Story Unfin
12,4.5 Story Fin
13,Split Level
14,Bi-Level
15,Split Foyer
16,Vacant
17,Outbuildings
18,4.5 Story Unfin
