1,Hardwood
2,Wood Floor
3,Hardwood/Carp
4,Carpet
5,Lt Concrete
6,Vinyl Comp
7,Ceramic Tile
8,Default
9,Terrazo
10,Parquet
11,Vinyl Sheet
12,Resiliant
13,1/Carp
