1,Common Brick
2,Brick/Stone
3,Stucco
4,Stone
5,Stucco Block
6,Brick/Stucco
7,Concrete Block
8,Face Brick
9,Wood Siding
10,Aluminum
11,Brick/Siding
12,Vinyl Siding
13,Stone Veneer
14,Brick Veneer
15,Stone/Stucco
16,Stone/Siding
17,Metal Siding
18,Shingle
19,Concrete
20,Plywood
21,Hardboard
22,Default
23,Adobe
24,Rustic Log
25,SPlaster
26,3 Block
27,Brick/3
28,4 Veneer
29,4 / 3
30,4/Siding
